Table,IsTableRepeat,IsItemRepeat,Id,Name,Desc
0,False,False,1024,"""絲絨之吻""","""【STR+240 RNG+5 命中率+25％ 爆擊率+10％】\n　經過改造的無反動力導力槍，專用支架適合精密射擊。"""
0,False,False,1025,"""純真女皇""","""【STR+270 RNG+4 命中率+5％】\n　帝國萊恩福爾特公司製造的職業競技用導力槍，威力有所提升。"""
0,False,False,1026,"""高潔聖女""","""【STR+300 RNG+4 命中率+10％ 附加「黑暗」+10％】\n　加裝了強化導力零件，可以放射強烈閃光的改造導力槍。"""
0,False,False,1027,"""銀色密雨""","""【STR+340 RNG+3 命中率+30％】\n　ＺＣＦ開發的最新型導力槍，射擊精準度非常優秀。"""
0,False,False,1028,"""神恩""","""【STR+380 RNG+6 命中率+30％】\n　外觀雅致的改造導力槍，經過全面改良之後，具有超長的射程。"""
0,False,False,1029,"""暗灰小丑""","""【STR+420 RNG+4 命中率+5％】\n　共和國烏爾努公司專為士官開發的導力槍系列的最高傑作。"""
0,False,False,1030,"""千金・烙印""","""【STR+460 RNG+5 命中率+20％ 附加「睡眠」+15％】\n　出處不明的神秘古董槍，深紅色的子彈可以令目標陷入睡眠。"""
0,False,False,1031,"""血色光輝""","""【STR+510 RNG+4 命中率+5％ 爆擊率+15％】\n　追求純粹的火力，匯集技術之精華改造而成的最終型導力槍。"""
0,False,False,1032,"""純白聖典""","""【STR+580 RNG+5 命中率+50％】\n　出現在聖典中的白色槍，會在槍身內部自動生成能源彈。"""
0,False,False,1033,"""能天使之光""","""【STR+700 RNG+7 命中率+100％ 爆擊率+20％】\n　用神秘礦石精煉而成，極具威脅性的導力槍，一發可射出多束激光。"""
0,False,False,1043,"""探索者""","""【STR+210 RNG+2】\n　財團新開發的試作型魔導杖，對舊型號做了多方面的改良。"""
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,False,1044,"""聚魔杖""","""【STR+230 RNG+2 ATS+5】\n　經過進一步改良，更加重視輸出率的強化型魔導杖。"""
0,False,False,1045,"""高純能量""","""【STR+260 RNG+2】\n　實戰用的魔導杖，可將導力能源高密度收縮後放射。"""
0,False,False,1046,"""光輝之翼""","""【STR+290 RNG+2 回避率+10％】\n　閃耀著光芒的強化型魔導杖，翼狀的組件可以承受衝擊。"""
0,False,False,1047,"""精神同步""","""【STR+340 RNG+2】\n　可與使用者的精神相互感應，使威力得到爆發性提高的魔導杖。"""
0,False,False,1048,"""魔導加速器""","""【STR+370 RNG+2 SPD+5】\n　提升了展開速度的強化魔導杖，對使用者的精神力有很高要求。"""
0,False,False,1049,"""先導者""","""【STR+410 RNG+2】\n　愛普斯泰恩財團以實戰數據為基礎而開發的完成形高機動魔導杖。"""
0,False,False,1050,"""黑暗搏動""","""【STR+450 RNG+2 ATS+10】\n　中世紀的煉金術師們研制的魔導杖，蘊藏著巨大的導力。"""
0,False,False,1051,"""星之脈衝""","""【STR+490 RNG+2 爆擊率+15％】\n　加裝了特殊輔助組件的強化型魔導杖，時而放出強烈的閃光。"""
0,False,False,1052,"""天啟""","""【STR+570 RNG+2 ATS+15】\n　曾被封印在神界的魔導杖，表面篆刻著神秘的文字。"""
0,False,False,1053,"""宇宙崩壞""","""【STR+680 RNG+2 ATS+50 命中率+100％】\n　用神秘礦石精煉而成的魔導杖，放出的力量可侵蝕大氣，襲向敵人。"""
0,False,False,1061,"""全力衝擊""","""【STR+185 RNG+1】\n　警備隊新引進的演習用大型特殊斧槍。"""
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,False,1063,"""格鬥戰斧""","""【STR+230 RNG+1】\n　注重平衡性，各個國家都採用的通用特殊斧槍。"""
0,False,True,0,,
0,False,False,1064,"""巨象震懾者""","""【STR+255 RNG+1 附加「封技」+10％】\n　擁有巨大的打擊部分，用於壓制恐怖分子的改造斧槍。"""
0,False,False,1065,"""終結粉碎者""","""【STR+290 RNG+1】\n　以重壓擊潰為目的而打造，巨大的重量級特殊斧槍。"""
0,False,False,1066,"""超壓蒸汽""","""【STR+320 RNG+1 爆擊率+10％】\n　經過神秘改造的狂野斧槍，可憑借助進器的加速揮出強烈一擊。"""
0,False,False,1067,"""白銀衝擊""","""【STR+360 RNG+1】\n　擁有銳利槍刃的白銀特殊斧槍，流線型的外觀十分華美。"""
0,False,False,1068,"""黑暗製造者""","""【STR+400 RNG+1 附加「炎傷」+10％】\n　擁有強化組件可生成灼熱氣流的改造斧槍，受到獵兵愛用。"""
0,False,False,1069,"""破壞神・改""","""【STR+450 RNG+1】\n　強力無比的最新型特殊斧槍，如今已經被國防軍正式採用。"""
0,False,False,1070,"""終極驅動""","""【STR+500 RNG+1 命中率+30％】\n　可生成超高速振動的特殊斧槍，其衝擊可以震顫大氣。"""
0,False,False,1071,"""邪惡粉碎者""","""【STR+560 RNG+1 爆擊率+10％】\n　經過進一步的改良，威脅性十足，可將任何物質擊碎的改造斧槍。"""
0,False,False,1072,"""天災""","""【STR+650 RNG+1 附加「炎傷」+20％】\n　記載於聖典的斧槍，具有破滅性的攻擊力，內部蘊藏著煉獄的火焰。"""
0,False,False,1073,"""屠龍深淵""","""【STR+790 RNG+1 「無法戰鬥」+20％】\n　用神秘礦石精煉而成的特殊斧槍，將接觸到的敵人引向冥府。"""
0,False,False,1081,"""皮拳套""","""【STR+180 爆擊率+10％】\n　簡便易用，廣泛應用於體育競技的革製護手。"""
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,False,1082,"""罪惡拳套""","""【STR+200 回避率+10％ 爆擊率+20％】\n　用於與魔獸交戰的改造護手，對多個部分進行了強化。"""
0,False,False,1083,"""合金拳套""","""【STR+220 爆擊率+10％】\n　各國的警察機關都採用的鋼鐵製拳套。"""
0,False,False,1084,"""音速狂潮""","""【STR+250 回避率+10％ 爆擊率+20％】\n　外觀雅致的改造拳套，能以疾風一般的速度攻擊敵人要害。"""
0,False,False,1085,"""螺旋衝擊""","""【STR+280 爆擊率+10％】\n　連腕部都一起覆蓋住的大型拳套，可將手腕的轉動轉換為能源。"""
0,False,False,1086,"""漆黑螫刺""","""【STR+310 回避率+10％ 爆擊率+20％】\n　裝設著針刺的漆黑色改造拳套，暗藏凶狠的威力。"""
0,False,False,1087,"""王者拳套""","""【STR+350 爆擊率+10％】\n　東方武術達人們喜歡使用的精緻護手。"""
0,False,False,1088,"""彗星拳套""","""【STR+390 回避率+10％ 爆擊率+20％】\n　加入特殊零件的改造護手，具有可以貫穿敵人身體的衝擊力。"""
0,False,False,1089,"""範式謎爪""","""【STR+440 爆擊率+10％】\n　鑲有神秘金屬的護手，蘊藏著法術的守護。"""
0,False,False,1090,"""戒律護手""","""【STR+470 回避率+10％ 爆擊率+20％】\n　中世紀的煉金術師們打造的護手，綻放著不可思議的光芒。"""
0,False,False,1091,"""靈光護手""","""【STR+520 回避率+5％ 爆擊率+20％】\n　外形改變巨大的改造護手最終型，單是握拳就可使力量產生增幅。"""
0,False,False,1092,"""理想鄉""","""【STR+600 回避率+10％ 爆擊率+25％】\n　被冠以樂園之名的護手，如羽毛一樣輕盈，比鑽石更加堅硬。"""
0,False,False,1093,"""七耀聖腕""","""【STR+700 回避率+15％ 爆擊率+30％】\n　用神秘礦石精煉而成的護手，其力量可以穿透物體，直擊空間。"""
0,False,False,1100,"""交叉火力""","""【STR+170 RNG+3】\n　帝國萊恩福爾特公司製造的衝鋒槍，火力強大，使用方便。"""
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
0,False,True,0,,
1,False,True,0,,
1,False,False,1101,"""岩石塵碎""","""【STR+185 RNG+3】\n　烏爾努公司製造的衝鋒槍，裝有雷射瞄準鏡，提高了集彈性。"""
1,False,False,1102,"""閃光甲蟲""","""【STR+205 RNG+4 附加「中毒」+10％】\n　可以使用特殊彈頭的改造衝鋒槍，具有很強的連射性能。"""
1,False,False,1103,"""聖十字""","""【STR+225 RNG+3】\n　帝國萊恩福爾特公司最新開發的優秀衝鋒槍。"""
1,False,False,1104,"""野馬""","""【STR+255 RNG+4 命中率+10％】\n　多番改良的野戰型改造衝鋒槍，在嚴酷的環境下也不會失去準頭。"""
1,False,False,1105,"""Ｍ８雄貓""","""【STR+285 RNG+3】\n　共和國烏爾努公司製造的衝鋒槍系列的最新作。"""
1,False,False,1106,"""殺人黃蜂""","""【STR+315 RNG+4 爆擊率+10％】\n　可以使用炸藥彈的強力改造衝鋒槍，使用時需多加小心。"""
1,False,False,1107,"""三重暴風""","""【STR+355 RNG+3】\n　帝國萊恩福爾特公司針對鎮壓戰開發的大火力衝鋒槍。"""
1,False,False,1108,"""無畏之槍""","""【STR+395 RNG+4 附加「石化」+10％】\n　裝設了特殊導力裝置的改造衝鋒槍，有了它便可無所畏懼。"""
1,False,False,1109,"""白隼""","""【STR+440 RNG+3】\n　利貝爾王國ＺＣＦ製造的高性能衝鋒槍系列的最新型。"""
1,False,False,1110,"""第五爆裂槍""","""【STR+490 RNG+5 命中率+20％】\n　製造商不明的神秘衝鋒槍，具有匪夷所思的超遠射程。"""
1,False,False,1111,"""摯愛戀人""","""【STR+520 RNG+3 爆擊率+15％】\n　改造衝鋒槍中的傑作，可從大型槍身中擊射出威力超群的火力。"""
1,False,False,1112,"""雷電魔槍""","""【STR+620 RNG+5 命中率+50％】\n　可以放射閃電的神秘槍械，子彈用之不盡，連射後還會出現彩虹。"""
1,False,False,1113,"""日耀弧光""","""【STR+750 RNG+6 「石化」+20％】\n　用神秘礦石精煉而成的衝鋒槍，綻放七色光芒，可以貫穿一切物體。"""
1,False,False,1120,"""八咫烏""","""【STR+350 RNG+1 「無法戰鬥」+5％】\n　流傳在黑暗世界的漆黑大劍，可以和多種暗器組合使用。"""
1,False,True,0,,
1,False,True,0,,
1,False,True,0,,
1,False,True,0,,
1,False,True,0,,
1,False,True,0,,
1,False,False,1121,"""黑鴉""","""【STR+490 RNG+1 「無法戰鬥」+5％】\n　融於暗夜的漆黑魔劍，一旦染血便會鳴響。"""
1,False,False,1122,"""降魔不知火""","""【STR+520 RNG+1 「無法戰鬥」+5％】\n　劍身燃燒青白火焰的神秘大劍，據說連目不可識的敵人也能斬斷。"""
1,False,False,1123,"""靈劍・莫邪""","""【STR+666 RNG+1 「無法戰鬥」+10％】\n　東方傳說中的大劍，蘊藏著強烈的詛咒之力，可以驅退邪魔。"""
1,False,False,1124,"""曳影之劍""","""【STR+777 RNG+1 「無法戰鬥」+25％】\n　用神秘礦石精煉而成，揮舞一次便可產生千重斬擊的黑色大劍。"""
1,False,False,1125,"""帝級""","""【STR+250 RNG+5】\n　萊恩福爾特公司製造的４５口徑大型導力槍，後座力大，威力無比。"""
1,False,False,1126,"""黑鷹""","""【STR+480 RNG+5】\n　烏爾努公司開發的大型軍用導力槍，以優秀的消音性能而著稱。"""
1,False,False,1127,"""光明神""","""【STR+510 RNG+5】\n　製造商不明，流通在黑社會的漆黑色大型導力槍。"""
1,False,False,1128,"""惡魔""","""【STR+620 RNG+5 命中率+50％】\n　閃爍著暗淡光芒的神秘大型槍，沒有絲毫後座力，可擊穿任何裝甲。"""
1,False,False,1129,"""制裁""","""【STR+730 RNG+6 爆擊率+30％】\n　用神秘礦石精煉而成的大型導力槍，只會消滅背棄正義之輩。"""
1,False,False,1130,"""利劍「隼風」""","""【STR+500 RNG+1】\n　亞里歐斯使用多年的愛刀，刀身上篆刻著優美的文字。"""
1,False,False,1135,"""亞麻拳套""","""【STR+400】\n　將堅實的床單捲起而成的拳套。"""
1,False,True,0,,
1,False,True,0,,
1,False,True,0,,
1,False,True,0,,
1,False,False,1140,"""尖釘項圈""","""【STR+??? 賽特專用裝備】\n　支援課成員選購的項圈，上面印有克洛斯貝爾警察局的標示。"""
1,False,True,0,,
1,False,True,0,,
1,False,True,0,,
1,False,True,0,,
1,False,False,1143,"""皮革繩帶""","""【DEF+??? 賽特專用裝備】\n　支援課成員選購的犬用護具，大家經常會將其清洗乾淨。"""
1,False,True,0,,
1,False,True,0,,
1,False,False,1144,"""護腿甲""","""【DEF+??? 賽特專用裝備】\n　支援課成員選購的犬用護具，可以防護足部。"""
2,False,False,1500,"""強化纖維夾克""","""【DEF+110】\n　用強化纖維編織的夾克，兼備輕便與實用性。"""
2,False,False,1501,"""強化丹寧衫""","""【DEF+120 ADF+5】\n　警備隊員在房間中也穿著的輕裝戰鬥服。"""
2,False,False,1502,"""彈性大衣""","""【DEF+115 ADF+15】\n　用柔軟的複合素材編織，進行過耐魔法加工的防護服。"""
2,False,False,1503,"""荊棘夾克""","""【DEF+135 STR+5 男性專用裝備】\n　頸周環繞著尖刺形裝飾，充滿迷幻視覺效果的服裝。"""
2,False,False,1504,"""水珠連衣裙""","""【DEF+135 ADF+20 女性專用裝備】\n　印著淡淡水珠圖樣的連衣裙，清爽又可愛。"""
2,False,False,1505,"""機動戰鬥服""","""【DEF+160 ADF+15】\n　主要由機動隊員所使用，便於行動的輕裝戰鬥服。"""
2,False,False,1506,"""符文長袍""","""【DEF+155 ADF+30】\n　參拜者所穿著的樸素長袍，上面繡有聖典的一節內容。"""
2,False,False,1507,"""野戰套裝""","""【DEF+170 ADF+10 STR+2 SPD+5 男性專用裝備】\n　專為戰鬥而開發的套裝，在近身作戰時更能發揮效果。"""
2,False,False,1508,"""向日葵斗篷""","""【DEF+165 回避率+20％ 女性專用裝備】\n　描繪著向日葵圖案的女用斗篷，穿上後可以輕快行動。"""
2,False,False,1509,"""野外求生背心""","""【DEF+200 ADF+30】\n　使用大量耐久性很高的素材製造的多功能防護服。"""
2,False,False,1510,"""丹寧護服""","""【DEF+190 ADF+50】\n　使用超厚牛仔布料製造的防護服，針對魔法戰鬥進行了特別強化。"""
2,False,False,1511,"""影丸羽織""","""【DEF+210 SPD+5 回避率+20％ 男性專用裝備】\n　白底藍紋，充滿活力的東方服裝，腰部還裝飾著小玩具。"""
2,False,False,1512,"""祭司法衣""","""【DEF+230 ADF+45 女性專用裝備】\n　中世紀神職人員所穿的法衣，衣身上繡著聖典的一節內容。"""
2,False,False,1513,"""軍風大衣""","""【DEF+280 ADF+40】\n　多功能的軍用大衣，全身皆為迷彩顏色。"""
2,False,False,1514,"""龍華樹的鎖甲""","""【DEF+270 ADF+60】\n　中世紀的修行者所穿著的服裝，使用神聖樹木的樹皮製成。"""
2,False,False,1515,"""鈦金鎧甲""","""【DEF+300 ADF+25 STR+5 男性專用裝備】\n　使用堅硬金屬加工打造而成，外觀非常威武的鎧甲。"""
2,False,False,1516,"""晚禮服""","""【DEF+275 ADF+50 ATS+5 女性專用裝備】\n　上半身較為暴露的華美禮服。"""
2,False,False,1517,"""神聖法袍""","""【DEF+360 ADF+55】\n　用法術淨化過的上衣，也有少量流通於一般人士之間。"""
2,False,False,1518,"""破邪防甲""","""【DEF+345 ADF+85】\n　中世紀的煉金術師研制的胸甲，上面描繪著詭異的魔物。"""
2,False,False,1519,"""七龍的裝甲""","""【DEF+400 STR+5 男性專用裝備】\n　使用精煉過的七耀石打造而成，隱隱散發著光芒的裝甲。"""
2,False,False,1520,"""星辰的羽衣""","""【DEF+380 ADF+40 SPD+5 女性專用裝備】\n　仿佛透明的羽衣，如空氣一樣輕盈，卻連刀刃都無法傷其吋毫。"""
2,False,False,1521,"""暴風長袍""","""【DEF+450 ADF+60】\n　蘊藏著驚人的力量，可以反彈一切攻擊的魔法袍。"""
2,False,False,1522,"""埃癸斯護具""","""【DEF+530 ADF+50 回避率+5％ 男性專用裝備】\n　使用七耀石製造的閃耀鎧甲，神聖的光芒照耀四周。"""
2,False,False,1523,"""北極星禮服""","""【DEF+520 ADF+55 回避率+10％ 女性專用裝備】\n　使用七耀石製造的輝煌法衣，凜冽的光芒搖曳生輝。"""
2,False,False,1524,"""勇猛夾克""","""【DEF+555 ADF+90 SPD+5 羅伊德專用裝備】\n　使用極其稀少的材料製造而成，蘊藏著熾熱靈魂的夾克。"""
2,False,False,1525,"""純淨禮裙""","""【DEF+555 ADF+110 ATS+20 艾莉專用裝備】\n　使用極其稀少的材料製造而成，蘊藏著慈愛之心的禮裙。"""
2,False,False,1526,"""智慧斗篷""","""【DEF+575 ADF+90 ATS+20 緹歐專用裝備】\n　使用極其稀少的材料製造而成，蘊藏著冷傲精神的斗篷。"""
2,False,False,1527,"""野性大衣""","""【DEF+575 ADF+70 SPD+5 蘭迪專用裝備】\n　使用極其稀少的材料製造而成，蘊藏著野性意志的大衣。"""
2,False,False,1528,"""盟約法衣""","""【DEF+575 ADF+100 ATS+20 瓦奇專用裝備】\n　使用極其稀少的材料製造而成，蘊藏著強烈信仰的騎士裝束。"""
2,False,False,1529,"""增幅戰鬥裝""","""【DEF+555 ADF+90 SPD+5 諾艾兒專用裝備】\n　使用極其稀少的材料製造而成，蘊藏著真摯心願的戰鬥服。"""
2,False,False,1530,"""規則西裝""","""【DEF+575 ADF+80 SPD+5 達德利專用裝備】\n　使用極其稀少的材料製造而成，蘊藏著正義鬥志的西裝。"""
2,False,False,1531,"""殲天幻舞裝""","""【DEF+555 ADF+120 ATS+20 莉夏專用裝備】\n　使用極其稀少的材料製成，蘊藏著漆黑戰意的潛行服裝。"""
2,False,False,1532,"""強力服Z""","""【DEF+600 ADF+55】\n　經過反複改良後開發的特殊戰鬥服，能吸收劇烈衝擊。"""
2,False,False,1600,"""釘鞋""","""【DEF+60 MOV+1】\n　底部加裝了鞋釘的鞋子，在關鍵時刻可以發揮作用。"""
2,False,True,0,,
2,False,True,0,,
2,False,True,0,,
2,False,True,0,,
2,False,True,0,,
2,False,True,0,,
3,True,False,0,,
4,True,False,0,,
5,True,False,0,,
6,False,True,0,,
6,False,False,1601,"""追擊靴""","""【DEF+65 MOV+1】\n　適於散步和登山的靴子，連腳踝部位都可以有效保護。"""
6,False,False,1602,"""加速跑鞋""","""【DEF+66 MOV+2 SPD+2】\n　適於跑步跳躍的入門級運動鞋。"""
6,False,False,1603,"""鄉村鞋""","""【DEF+72 MOV+1 回避率+10％ 男性專用裝備】\n　用強化纖維編製的強化靴，也適用於日常散步。"""
6,False,False,1604,"""琺琅涼鞋""","""【DEF+68 MOV+1 SPD+3 女性專用裝備】\n　以琺琅裝飾，做工精緻，專為成熟女性推出的涼鞋。"""
6,False,False,1605,"""軍用靴""","""【DEF+80 MOV+1】\n　雖然外觀粗糙，但極其實用的鞋子。"""
6,False,False,1606,"""彈簧跑鞋""","""【DEF+85 MOV+2】\n　底部裝有彈簧的鞋子，穿上之後，一步就可跨出很遠距離。"""
6,False,False,1607,"""影丸雪踏""","""【DEF+75 MOV+3 SPD+2 回避率+5％ 男性專用裝備】\n　穿起來走路的感覺輕盈舒適的竹屐，會留下肉球形的腳印。"""
6,False,False,1608,"""白色帆布鞋""","""【DEF+80 MOV+2 ADF+5 SPD+3 女性專用裝備】\n　在雷米菲利亞公國的傳統舞蹈「芭蕾」中所使用的輕快鞋子。"""
6,False,False,1609,"""斯托雷加越野鞋""","""【DEF+110 MOV+1】\n　斯托雷加公司製造的新型運動鞋，適合長時間劇烈運動。"""
6,False,False,1610,"""檀木樹脂靴""","""【DEF+100 MOV+2 ADF+10】\n　用特殊樹脂製造的堅固靴子，耐魔法性十分優秀。"""
6,False,False,1611,"""黑靴""","""【DEF+130 MOV+1 男性專用裝備】\n　內鑲金屬的大型靴子，受到眾多傭兵愛用。"""
6,False,False,1612,"""細足高跟鞋""","""【DEF+100 MOV+1 SPD+5 回避率+5％ 女性專用裝備】\n　充滿成人魅力感的高跟鞋，小露腳踝秀出性感。"""
6,False,False,1613,"""軍用作戰靴""","""【DEF+140 MOV+2】\n　針對實戰強化，講究實用性的名牌軍用靴。"""
6,False,False,1614,"""騎士護靴""","""【DEF+135 MOV+3 SPD+5】\n　漆黑色的護腿，似乎是中世紀的騎士所穿著的護具。"""
6,False,False,1615,"""都市皮鞋""","""【DEF+130 MOV+4 SPD-2 回避率+10％ 男性專用裝備】\n　造型略顯古板的高級紳士靴，一旦穿上它，便會湧起強烈的責任感。"""
6,False,False,1616,"""柔光涼鞋""","""【DEF+145 MOV+2 ADF+20 女性專用裝備】\n　從中世紀的遺跡中挖掘出土的涼鞋，具有彈開魔法的特性。"""
6,False,False,1617,"""金屬強化鞋""","""【DEF+180 MOV+2】\n　用硬質皮革製造，並以金屬進行加固的強化鞋。"""
6,False,False,1618,"""超能跑鞋""","""【DEF+170 MOV+2 ADF+10 回避率+10％】\n　過去的工匠所製造的競技用跑鞋，具有卓越的運動性能。"""
6,False,False,1619,"""輝光護腿""","""【DEF+185 MOV+2 SPD+5 男性專用裝備】\n　用神秘金屬打造的護腿，來歷不明，閃耀著燦爛的光芒。"""
6,False,False,1620,"""繚亂七彩靴""","""【DEF+200 MOV+3 女性專用裝備】\n　通體晶透，閃耀著七色光輝的靴子，穿上之後可以駛風而行。"""
6,False,False,1621,"""虛空護腿""","""【DEF+220 MOV+2】\n　過去的星杯騎士們所使用的護腿，環繞著神聖的氣息。"""
6,False,False,1622,"""天神戰鬥靴""","""【DEF+260 MOV+3 SPD+2 命中率+10％ 男性專用裝備】\n　傳說中的精緻足具，可以提升穿著者的集中力。"""
6,False,False,1623,"""神寵高跟鞋""","""【DEF+255 MOV+3 SPD+2 回避率+5％ 女性專用裝備】\n　傳說中的美麗裝飾靴，可以提升穿著者的注意力。"""
6,False,False,1624,"""金耀護靴""","""【DEF+280 MOV+4 SPD+5 命中率+20％ 男性專用裝備】\n　環繞著金色光輪的奇跡防護靴，穿上之後可以駕馭空間。"""
6,False,False,1625,"""銀耀之星""","""【DEF+280 MOV+4 SPD+5 回避率+10％ 女性專用裝備】\n　綻放著銀色閃光的奇跡防護靴，可生成無法捕捉的幻影。"""
6,False,False,1626,"""斯托雷加Ω""","""【DEF+200 MOV+8 SPD+5 命中率+10％ 回避率+10％】\n　斯托雷加公司傾全力開發的終極運動鞋。"""
6,False,False,9999,""" """,""" """
6,False,True,0,,
6,False,True,0,,
7,False,True,0,,
